Date,Income,Expense,Category,Mode of Payment,Description,Balance
2022-03-10,277.77,40.13,Gas,Credit Card,Gas refill for car,-6766.95
2022-03-10,277.77,572.74,Health,Amazon Pay,Hospital bill,-7299.56
2022-03-10,277.77,113.67,Travel,Amazon Pay,Vacation flight tickets,-6840.49
2022-03-11,277.77,1021.86,Rent + Utilities,Cash,Monthly rent,-9218.59
2022-03-11,277.77,166.8,Health,Credit Card,Hospital bill,-8363.53
2022-03-11,277.77,219.14,Travel,Google Pay,Vacation flight tickets,-8415.87
2022-03-12,277.77,15.65,Food,Cash,Breakfast at diner,-9342.41
2022-03-12,277.77,84.68,Groceries,Google Pay,Weekly grocery shopping,-9411.44
2022-03-12,277.77,88.5,Travel,Amazon Pay,Hotel booking,-9415.26
2022-03-13,277.77,1032.18,Rent + Utilities,Amazon Pay,Monthly rent,-10270.0
2022-03-13,277.77,11.72,Food,Amazon Pay,Takeout lunch,-9249.54
2022-03-13,277.77,364.52,Health,Amazon Pay,Doctor appointment,-9602.34
2022-03-13,277.77,225.48,Travel,Google Pay,Vacation flight tickets,-9463.3
2022-03-13,277.77,16.5,Miscellaneous,Amazon Pay,Bought a book,-9254.32
2022-03-14,277.77,1033.8,Rent + Utilities,Google Pay,Utilities payment,-11644.25
2022-03-14,277.77,29.98,Subscriptions,Amazon Pay,Spotify Premium,-10640.43
2022-03-14,277.77,44.53,Miscellaneous,Cash,Bought a book,-10654.98
2022-03-15,277.77,1032.73,Rent + Utilities,Cash,Monthly rent,-12473.72
2022-03-15,277.77,12.01,Food,Amazon Pay,Breakfast at diner,-11453.0
2022-03-15,277.77,132.5,Health,Google Pay,Doctor appointment,-11573.49
2022-03-15,277.77,143.72,Travel,Cash,Hotel booking,-11584.71
2022-03-15,277.77,31.29,Miscellaneous,Google Pay,Bought a book,-11472.28
2022-03-16,277.77,1032.75,Rent + Utilities,Amazon Pay,Utilities payment,-13548.22
2022-03-16,277.77,13.99,Food,Amazon Pay,Breakfast at diner,-12529.46
2022-03-16,277.77,552.32,Health,Cash,Doctor appointment,-13067.79
2022-03-16,277.77,17.5,Miscellaneous,Google Pay,Bought a book,-12532.97
2022-03-17,277.77,15.19,Food,Cash,Breakfast at diner,-13869.45
2022-03-17,277.77,50.36,Gas,Amazon Pay,Gas refill for car,-13904.62
2022-03-18,277.77,1032.3,Rent + Utilities,Credit Card,Utilities payment,-14674.34
2022-03-18,277.77,15.12,Food,Google Pay,Takeout lunch,-13657.16
2022-03-18,277.77,58.95,Groceries,Credit Card,Restocking pantry items,-13700.99
2022-03-18,277.77,14.94,Subscriptions,Google Pay,Netflix subscription,-13656.98
2022-03-18,277.77,167.64,Travel,Google Pay,Vacation flight tickets,-13809.68
2022-03-18,277.77,35.03,Miscellaneous,Credit Card,Gift for friend,-13677.07
2022-03-19,277.77,1038.2,Rent + Utilities,Google Pay,Utilities payment,-15726.45
2022-03-19,277.77,13.09,Food,Amazon Pay,Takeout lunch,-14701.34
2022-03-19,277.77,53.39,Gas,Google Pay,Gas refill for car,-14741.64
2022-03-20,277.77,1021.08,Rent + Utilities,Amazon Pay,Monthly rent,-16536.24
2022-03-20,277.77,10.14,Food,Cash,Dinner from restaurant,-15525.3
2022-03-20,277.77,22.54,Subscriptions,Credit Card,Spotify Premium,-15537.7
2022-03-20,277.77,40.09,Miscellaneous,Cash,Bought a book,-15555.25
2022-03-21,277.77,33.93,Miscellaneous,Amazon Pay,Bought a book,-16365.17
2022-03-22,277.77,1030.75,Rent + Utilities,Credit Card,Utilities payment,-17118.15
2022-03-22,277.77,18.12,Food,Cash,Dinner from restaurant,-16105.52
2022-03-22,277.77,44.1,Gas,Google Pay,Gas refill for car,-16131.5
2022-03-22,277.77,29.96,Subscriptions,Cash,Spotify Premium,-16117.36
2022-03-22,277.77,17.88,Miscellaneous,Amazon Pay,Bought a book,-16105.28
2022-03-23,277.77,1033.03,Rent + Utilities,Amazon Pay,Monthly rent,-17983.47
2022-03-23,277.77,46.35,Gas,Amazon Pay,Gas refill for car,-16996.79
2022-03-23,277.77,40.69,Groceries,Cash,Weekly grocery shopping,-16991.13
2022-03-23,277.77,418.94,Health,Credit Card,Doctor appointment,-17369.38
2022-03-24,277.77,1028.26,Rent + Utilities,Amazon Pay,Monthly rent,-19239.94
2022-03-24,277.77,52.68,Groceries,Credit Card,Restocking pantry items,-18264.36
2022-03-24,277.77,188.04,Health,Amazon Pay,Hospital bill,-18399.72
2022-03-25,277.77,54.09,Groceries,Credit Card,Restocking pantry items,-19256.98
2022-03-25,277.77,460.68,Health,Cash,Hospital bill,-19663.57
2022-03-26,277.77,42.75,Groceries,Google Pay,Weekly grocery shopping,-19482.64
2022-03-27,277.77,10.05,Food,Amazon Pay,Breakfast at diner,-19214.92
2022-03-27,277.77,28.66,Subscriptions,Amazon Pay,Netflix subscription,-19233.53
2022-03-27,277.77,203.18,Travel,Amazon Pay,Vacation flight tickets,-19408.05
2022-03-27,277.77,10.58,Miscellaneous,Cash,Gift for friend,-19215.45
2022-03-28,277.77,1022.42,Rent + Utilities,Amazon Pay,Utilities payment,-20201.99
2022-03-28,277.77,18.35,Food,Amazon Pay,Takeout lunch,-19197.92
2022-03-28,277.77,40.01,Gas,Google Pay,Gas refill for car,-19219.58
2022-03-28,277.77,23.82,Subscriptions,Credit Card,Netflix subscription,-19203.39
2022-03-28,277.77,143.61,Travel,Credit Card,Hotel booking,-19323.18
2022-03-28,277.77,47.34,Miscellaneous,Cash,Bought a book,-19226.91
2022-03-29,277.77,56.94,Gas,Amazon Pay,Gas refill for car,-20254.29
2022-03-29,277.77,531.9,Health,Google Pay,Hospital bill,-20729.25
2022-03-29,277.77,19.63,Subscriptions,Cash,Spotify Premium,-20216.98
2022-03-29,277.77,44.08,Miscellaneous,Credit Card,Bought a book,-20241.43
2022-03-30,277.77,19.43,Subscriptions,Amazon Pay,Netflix subscription,-20591.56
2022-03-30,277.77,285.04,Travel,Amazon Pay,Vacation flight tickets,-20857.17
2022-03-30,277.77,32.09,Miscellaneous,Credit Card,Bought a book,-20604.22
2022-03-31,277.77,88.78,Groceries,Amazon Pay,Weekly grocery shopping,-20719.7
2022-03-31,277.77,514.74,Health,Credit Card,Doctor appointment,-21145.66
2022-03-31,277.77,277.56,Travel,Cash,Hotel booking,-20908.48
2022-04-01,277.77,10.84,Food,Amazon Pay,Dinner from restaurant,-12911.97
2022-04-01,277.77,536.57,Health,Google Pay,Doctor appointment,-13437.7
2022-04-01,277.77,25.3,Subscriptions,Credit Card,Amazon Prime,-12926.43
2022-04-01,277.77,170.43,Travel,Google Pay,Hotel booking,-13071.56
2022-04-01,277.77,17.2,Miscellaneous,Amazon Pay,Bought a book,-12918.33
2022-04-02,277.77,1036.12,Rent + Utilities,Cash,Monthly rent,-14419.82
2022-04-02,277.77,13.64,Food,Amazon Pay,Takeout lunch,-13397.34
2022-04-02,277.77,203.44,Health,Amazon Pay,Hospital bill,-13587.14
2022-04-02,277.77,20.38,Subscriptions,Google Pay,Amazon Prime,-13404.08
2022-04-02,277.77,258.16,Travel,Cash,Vacation flight tickets,-13641.86
2022-04-03,277.77,26.7,Subscriptions,Cash,Spotify Premium,-14664.37
2022-04-03,277.77,240.33,Travel,Cash,Hotel booking,-14878.0
2022-04-03,277.77,47.41,Miscellaneous,Amazon Pay,Gift for friend,-14685.08
2022-04-04,277.77,290.2,Health,Google Pay,Doctor appointment,-14964.54
2022-04-05,277.77,56.26,Gas,Credit Card,Gas refill for car,-14743.03
2022-04-05,277.77,31.12,Miscellaneous,Cash,Bought a book,-14717.89
2022-04-06,277.77,1026.06,Rent + Utilities,Cash,Monthly rent,-15522.44
2022-04-06,277.77,17.0,Food,Credit Card,Takeout lunch,-14513.38
2022-04-06,277.77,60.5,Groceries,Cash,Restocking pantry items,-14556.88
2022-04-06,277.77,126.39,Health,Credit Card,Hospital bill,-14622.77
2022-04-06,277.77,29.86,Subscriptions,Amazon Pay,Spotify Premium,-14526.24
2022-04-06,277.77,50.12,Travel,Cash,Vacation flight tickets,-14546.5
2022-04-06,277.77,41.72,Miscellaneous,Cash,Gift for friend,-14538.1
2022-04-07,277.77,1028.26,Rent + Utilities,Google Pay,Utilities payment,-16598.52
2022-04-07,277.77,18.57,Food,Credit Card,Dinner from restaurant,-15588.83
2022-04-07,277.77,49.29,Gas,Amazon Pay,Gas refill for car,-15619.55
2022-04-07,277.77,37.05,Groceries,Amazon Pay,Restocking pantry items,-15607.31
2022-04-07,277.77,545.18,Health,Google Pay,Doctor appointment,-16115.44
2022-04-07,277.77,45.62,Miscellaneous,Amazon Pay,Bought a book,-15615.88
2022-04-08,277.77,74.4,Groceries,Cash,Weekly grocery shopping,-17090.86
2022-04-09,277.77,1022.51,Rent + Utilities,Cash,Utilities payment,-17835.6
2022-04-09,277.77,13.28,Food,Google Pay,Dinner from restaurant,-16826.37
2022-04-09,277.77,546.65,Health,Amazon Pay,Doctor appointment,-17359.74
2022-04-09,277.77,180.02,Travel,Amazon Pay,Vacation flight tickets,-16993.11
2022-04-09,277.77,30.26,Miscellaneous,Amazon Pay,Gift for friend,-16843.35
2022-04-10,277.77,19.27,Food,Cash,Breakfast at diner,-18347.31
2022-04-10,277.77,54.6,Gas,Cash,Gas refill for car,-18382.64
2022-04-10,277.77,152.12,Health,Credit Card,Hospital bill,-18480.16
2022-04-10,277.77,16.9,Subscriptions,Google Pay,Spotify Premium,-18344.94
2022-04-10,277.77,233.92,Travel,Amazon Pay,Hotel booking,-18561.96
2022-04-11,277.77,45.69,Gas,Credit Card,Gas refill for car,-18572.77
2022-04-11,277.77,192.92,Travel,Cash,Vacation flight tickets,-18720.0
2022-04-11,277.77,42.2,Miscellaneous,Credit Card,Bought a book,-18569.28
2022-04-12,277.77,14.53,Food,Cash,Breakfast at diner,-18544.65
2022-04-12,277.77,26.03,Groceries,Amazon Pay,Restocking pantry items,-18556.15
2022-04-12,277.77,37.75,Miscellaneous,Amazon Pay,Bought a book,-18567.87
2022-04-13,277.77,1032.54,Rent + Utilities,Cash,Utilities payment,-19363.2
2022-04-13,277.77,45.0,Gas,Amazon Pay,Gas refill for car,-18375.66
2022-04-13,277.77,589.65,Health,Google Pay,Doctor appointment,-18920.31
2022-04-13,277.77,15.13,Miscellaneous,Amazon Pay,Gift for friend,-18345.79
2022-04-14,277.77,1025.42,Rent + Utilities,Amazon Pay,Utilities payment,-20760.63
2022-04-14,277.77,12.77,Food,Credit Card,Takeout lunch,-19747.98
2022-04-14,277.77,257.21,Health,Credit Card,Doctor appointment,-19992.42
2022-04-14,277.77,39.89,Miscellaneous,Amazon Pay,Gift for friend,-19775.1
2022-04-15,277.77,1030.5,Rent + Utilities,Cash,Utilities payment,-21823.23
2022-04-15,277.77,12.15,Food,Cash,Breakfast at diner,-20804.88
2022-04-15,277.77,44.22,Gas,Credit Card,Gas refill for car,-20836.95
2022-04-15,277.77,25.73,Subscriptions,Google Pay,Netflix subscription,-20818.46
2022-04-15,277.77,166.46,Travel,Amazon Pay,Hotel booking,-20959.19
2022-04-16,277.77,1021.3,Rent + Utilities,Amazon Pay,Utilities payment,-22815.32
2022-04-16,277.77,18.4,Food,Amazon Pay,Dinner from restaurant,-21812.42
2022-04-16,277.77,42.34,Gas,Credit Card,Gas refill for car,-21836.36
2022-04-16,277.77,297.35,Health,Credit Card,Hospital bill,-22091.37
2022-04-16,277.77,18.83,Subscriptions,Credit Card,Netflix subscription,-21812.85
2022-04-16,277.77,135.41,Travel,Google Pay,Hotel booking,-21929.43
2022-04-17,277.77,1036.07,Rent + Utilities,Amazon Pay,Monthly rent,-24085.95
2022-04-17,277.77,29.42,Groceries,Amazon Pay,Restocking pantry items,-23079.3
2022-04-17,277.77,440.83,Health,Amazon Pay,Hospital bill,-23490.71
2022-04-17,277.77,91.64,Travel,Amazon Pay,Hotel booking,-23141.52
2022-04-18,277.77,1031.47,Rent + Utilities,Google Pay,Monthly rent,-25401.54
2022-04-18,277.77,135.31,Travel,Google Pay,Vacation flight tickets,-24505.38
2022-04-19,277.77,44.43,Gas,Credit Card,Gas refill for car,-25303.51
2022-04-19,277.77,206.77,Travel,Amazon Pay,Hotel booking,-25465.85
2022-04-19,277.77,15.18,Miscellaneous,Cash,Gift for friend,-25274.26
2022-04-20,277.77,1021.69,Rent + Utilities,Credit Card,Utilities payment,-26269.38
2022-04-20,277.77,14.41,Food,Amazon Pay,Takeout lunch,-25262.1
2022-04-20,277.77,87.2,Groceries,Cash,Weekly grocery shopping,-25334.89
2022-04-21,277.77,10.95,Food,Amazon Pay,Breakfast at diner,-26104.17
2022-04-21,277.77,278.04,Health,Cash,Doctor appointment,-26371.26
2022-04-21,277.77,232.07,Travel,Amazon Pay,Hotel booking,-26325.29
2022-04-21,277.77,20.7,Miscellaneous,Google Pay,Bought a book,-26113.92
2022-04-22,277.77,1034.82,Rent + Utilities,Cash,Monthly rent,-27392.03
2022-04-22,277.77,40.42,Gas,Google Pay,Gas refill for car,-26397.63
2022-04-22,277.77,29.46,Groceries,Google Pay,Restocking pantry items,-26386.67
2022-04-22,277.77,15.07,Subscriptions,Amazon Pay,Amazon Prime,-26372.28
2022-04-22,277.77,276.97,Travel,Google Pay,Hotel booking,-26634.18
2022-04-23,277.77,1036.38,Rent + Utilities,Google Pay,Utilities payment,-28512.56
2022-04-23,277.77,45.56,Gas,Credit Card,Gas refill for car,-27521.74
2022-04-23,277.77,145.96,Health,Cash,Doctor appointment,-27622.14
2022-04-23,277.77,142.42,Travel,Google Pay,Hotel booking,-27618.6
2022-04-24,277.77,1036.34,Rent + Utilities,Credit Card,Monthly rent,-29605.07
2022-04-24,277.77,26.1,Subscriptions,Cash,Netflix subscription,-28594.83
2022-04-24,277.77,165.94,Travel,Credit Card,Vacation flight tickets,-28734.67
2022-04-24,277.77,21.88,Miscellaneous,Credit Card,Bought a book,-28590.61
2022-04-25,277.77,41.43,Gas,Amazon Pay,Gas refill for car,-29582.65
2022-04-25,277.77,136.29,Health,Credit Card,Hospital bill,-29677.51
2022-04-26,277.77,1027.51,Rent + Utilities,Google Pay,Utilities payment,-30468.68
2022-04-26,277.77,16.2,Food,Google Pay,Breakfast at diner,-29457.37
2022-04-26,277.77,91.41,Groceries,Cash,Restocking pantry items,-29532.58
2022-04-26,277.77,476.23,Health,Credit Card,Doctor appointment,-29917.4
2022-04-26,277.77,28.03,Subscriptions,Credit Card,Netflix subscription,-29469.2
2022-04-26,277.77,211.77,Travel,Google Pay,Hotel booking,-29652.94
2022-04-26,277.77,23.94,Miscellaneous,Cash,Gift for friend,-29465.11
2022-04-27,277.77,1022.91,Rent + Utilities,Cash,Utilities payment,-32061.4
2022-04-27,277.77,51.78,Groceries,Amazon Pay,Weekly grocery shopping,-31090.27
2022-04-28,277.77,10.27,Food,Credit Card,Breakfast at diner,-31845.68
2022-04-28,277.77,69.78,Groceries,Google Pay,Weekly grocery shopping,-31905.19
2022-04-28,277.77,333.78,Health,Amazon Pay,Doctor appointment,-32169.19
2022-04-28,277.77,143.0,Travel,Cash,Vacation flight tickets,-31978.41
2022-04-28,277.77,14.12,Miscellaneous,Cash,Gift for friend,-31849.53
2022-04-29,277.77,11.27,Food,Credit Card,Breakfast at diner,-32139.86
2022-04-29,277.77,61.53,Groceries,Google Pay,Weekly grocery shopping,-32190.12
2022-04-29,277.77,548.31,Health,Cash,Hospital bill,-32676.9
2022-04-30,277.77,525.63,Health,Google Pay,Doctor appointment,-32997.56
2022-04-30,277.77,26.49,Miscellaneous,Amazon Pay,Gift for friend,-32498.42
2022-05-01,277.77,12.86,Food,Amazon Pay,Takeout lunch,-24426.04
2022-05-01,277.77,56.75,Gas,Credit Card,Gas refill for car,-24469.93
2022-05-01,277.77,97.84,Groceries,Cash,Restocking pantry items,-24511.02
2022-05-01,277.77,563.57,Health,Credit Card,Hospital bill,-24976.75
2022-05-01,277.77,15.73,Subscriptions,Google Pay,Netflix subscription,-24428.91
2022-05-01,277.77,227.23,Travel,Credit Card,Hotel booking,-24640.41
2022-05-02,277.77,10.6,Food,Google Pay,Breakfast at diner,-25119.99
2022-05-02,277.77,16.46,Subscriptions,Credit Card,Netflix subscription,-25125.85
2022-05-03,277.77,1037.43,Rent + Utilities,Google Pay,Utilities payment,-25896.11
2022-05-03,277.77,19.38,Food,Amazon Pay,Breakfast at diner,-24878.06
2022-05-03,277.77,42.81,Gas,Credit Card,Gas refill for car,-24901.49
2022-05-03,277.77,460.25,Health,Cash,Doctor appointment,-25318.93
2022-05-04,277.77,45.58,Groceries,Amazon Pay,Restocking pantry items,-26186.36
2022-05-04,277.77,17.63,Subscriptions,Credit Card,Amazon Prime,-26158.41
2022-05-05,277.77,10.4,Food,Credit Card,Takeout lunch,-25936.62
2022-05-05,277.77,57.02,Gas,Cash,Gas refill for car,-25983.24
2022-05-05,277.77,66.83,Groceries,Amazon Pay,Weekly grocery shopping,-25993.05
2022-05-05,277.77,107.88,Travel,Cash,Vacation flight tickets,-26034.1
2022-05-05,277.77,43.03,Miscellaneous,Amazon Pay,Gift for friend,-25969.25
2022-05-06,277.77,10.62,Food,Credit Card,Takeout lunch,-25944.23
2022-05-06,277.77,152.04,Health,Amazon Pay,Doctor appointment,-26085.65
2022-05-06,277.77,24.39,Subscriptions,Amazon Pay,Netflix subscription,-25958.0
2022-05-07,277.77,19.04,Food,Amazon Pay,Takeout lunch,-25861.93
2022-05-07,277.77,51.78,Gas,Cash,Gas refill for car,-25894.67
2022-05-07,277.77,258.62,Health,Cash,Doctor appointment,-26101.51
2022-05-07,277.77,268.49,Travel,Google Pay,Vacation flight tickets,-26111.38
2022-05-07,277.77,19.0,Miscellaneous,Google Pay,Gift for friend,-25861.89
2022-05-08,277.77,1037.33,Rent + Utilities,Credit Card,Utilities payment,-27219.38
2022-05-08,277.77,13.66,Food,Google Pay,Takeout lunch,-26195.71
2022-05-08,277.77,43.59,Gas,Credit Card,Gas refill for car,-26225.64
2022-05-08,277.77,17.34,Subscriptions,Credit Card,Netflix subscription,-26199.39
2022-05-09,277.77,13.73,Food,Credit Card,Takeout lunch,-27029.93
2022-05-09,277.77,260.81,Health,Google Pay,Doctor appointment,-27277.01
2022-05-09,277.77,289.16,Travel,Cash,Hotel booking,-27305.36
2022-05-09,277.77,21.49,Miscellaneous,Credit Card,Gift for friend,-27037.69
2022-05-10,277.77,1034.92,Rent + Utilities,Amazon Pay,Monthly rent,-28358.54
2022-05-10,277.77,43.95,Gas,Cash,Gas refill for car,-27367.57
2022-05-10,277.77,21.47,Subscriptions,Google Pay,Spotify Premium,-27345.09
2022-05-11,277.77,135.95,Health,Amazon Pay,Hospital bill,-28282.14
2022-05-12,277.77,45.47,Gas,Google Pay,Gas refill for car,-28049.84
2022-05-12,277.77,29.01,Subscriptions,Google Pay,Netflix subscription,-28033.38
2022-05-13,277.77,1040.0,Rent + Utilities,Google Pay,Monthly rent,-28841.08
2022-05-13,277.77,12.7,Food,Amazon Pay,Breakfast at diner,-27813.78
2022-05-13,277.77,19.46,Subscriptions,Amazon Pay,Amazon Prime,-27820.54
2022-05-14,277.77,13.45,Food,Credit Card,Takeout lunch,-28608.92
2022-05-14,277.77,29.92,Miscellaneous,Google Pay,Gift for friend,-28625.39
2022-05-15,277.77,25.86,Groceries,Amazon Pay,Restocking pantry items,-28386.93
2022-05-15,277.77,107.35,Travel,Cash,Vacation flight tickets,-28468.42
2022-05-16,277.77,1025.61,Rent + Utilities,Cash,Utilities payment,-29242.12
2022-05-16,277.77,13.23,Food,Amazon Pay,Dinner from restaurant,-28229.74
2022-05-16,277.77,76.83,Groceries,Google Pay,Weekly grocery shopping,-28293.34
2022-05-16,277.77,378.71,Health,Amazon Pay,Doctor appointment,-28595.22
2022-05-17,277.77,18.96,Food,Credit Card,Takeout lunch,-29452.08
2022-05-17,277.77,40.16,Gas,Cash,Gas refill for car,-29473.28
2022-05-17,277.77,72.13,Groceries,Google Pay,Restocking pantry items,-29505.25
2022-05-17,277.77,20.4,Miscellaneous,Cash,Bought a book,-29453.52
2022-05-18,277.77,17.87,Food,Amazon Pay,Takeout lunch,-29324.87
2022-05-18,277.77,54.94,Gas,Amazon Pay,Gas refill for car,-29361.94
2022-05-18,277.77,38.47,Groceries,Cash,Restocking pantry items,-29345.47
2022-05-18,277.77,117.85,Health,Google Pay,Doctor appointment,-29424.85
2022-05-19,277.77,1032.73,Rent + Utilities,Credit Card,Utilities payment,-30291.09
2022-05-20,277.77,34.96,Groceries,Amazon Pay,Restocking pantry items,-30048.28
2022-05-20,277.77,219.09,Health,Google Pay,Hospital bill,-30232.41
2022-05-20,277.77,22.78,Subscriptions,Credit Card,Amazon Prime,-30036.1
2022-05-20,277.77,145.67,Travel,Google Pay,Vacation flight tickets,-30158.99
2022-05-21,277.77,1027.1,Rent + Utilities,Cash,Monthly rent,-31185.15
2022-05-21,277.77,12.87,Food,Credit Card,Takeout lunch,-30170.92
2022-05-21,277.77,39.11,Groceries,Credit Card,Restocking pantry items,-30197.16
2022-05-21,277.77,21.24,Miscellaneous,Google Pay,Bought a book,-30179.29
2022-05-22,277.77,1029.46,Rent + Utilities,Cash,Monthly rent,-32010.06
2022-05-22,277.77,40.63,Gas,Credit Card,Gas refill for car,-31021.23
2022-05-23,277.77,438.99,Health,Amazon Pay,Doctor appointment,-32211.91
2022-05-24,277.77,1022.94,Rent + Utilities,Cash,Utilities payment,-32957.08
2022-05-24,277.77,51.65,Groceries,Amazon Pay,Restocking pantry items,-31985.79
2022-05-24,277.77,385.21,Health,Credit Card,Hospital bill,-32319.35
2022-05-24,277.77,20.5,Subscriptions,Amazon Pay,Spotify Premium,-31954.64
2022-05-24,277.77,271.52,Travel,Cash,Vacation flight tickets,-32205.66
2022-05-25,277.77,70.09,Groceries,Amazon Pay,Weekly grocery shopping,-33478.28
2022-05-25,277.77,27.03,Subscriptions,Google Pay,Amazon Prime,-33435.22
2022-05-26,277.77,1035.92,Rent + Utilities,Cash,Monthly rent,-34263.46
2022-05-26,277.77,12.55,Food,Amazon Pay,Takeout lunch,-33240.09
2022-05-26,277.77,41.16,Gas,Cash,Gas refill for car,-33268.7
2022-05-27,277.77,47.29,Gas,Google Pay,Gas refill for car,-34086.69
2022-05-27,277.77,54.1,Groceries,Credit Card,Weekly grocery shopping,-34093.5
2022-05-27,277.77,18.12,Miscellaneous,Google Pay,Bought a book,-34057.52
2022-05-28,277.77,17.81,Food,Amazon Pay,Dinner from restaurant,-33898.95
2022-05-28,277.77,24.83,Subscriptions,Cash,Amazon Prime,-33905.97
2022-05-29,277.77,544.08,Health,Google Pay,Doctor appointment,-34190.09
2022-05-29,277.77,35.67,Miscellaneous,Amazon Pay,Gift for friend,-33681.68
2022-05-30,277.77,18.96,Food,Cash,Dinner from restaurant,-33966.95
2022-05-30,277.77,98.13,Groceries,Cash,Restocking pantry items,-34046.12
2022-05-30,277.77,496.46,Health,Credit Card,Hospital bill,-34444.45
2022-05-30,277.77,261.64,Travel,Amazon Pay,Vacation flight tickets,-34209.63
2022-05-31,277.77,1039.53,Rent + Utilities,Google Pay,Monthly rent,-35584.94
2022-05-31,277.77,18.11,Food,Credit Card,Dinner from restaurant,-34563.52
2022-05-31,277.77,54.73,Gas,Cash,Gas refill for car,-34600.14
2022-05-31,277.77,107.39,Health,Cash,Hospital bill,-34652.8
2022-05-31,277.77,14.59,Miscellaneous,Amazon Pay,Bought a book,-34560.0
2022-06-01,277.77,52.12,Gas,Credit Card,Gas refill for car,-27221.01
2022-06-02,277.77,1029.86,Rent + Utilities,Cash,Monthly rent,-27973.1
2022-06-02,277.77,41.4,Gas,Amazon Pay,Gas refill for car,-26984.64
2022-06-02,277.77,56.82,Groceries,Cash,Restocking pantry items,-27000.06
2022-06-02,277.77,496.65,Health,Google Pay,Doctor appointment,-27439.89
2022-06-02,277.77,20.18,Subscriptions,Amazon Pay,Spotify Premium,-26963.42
2022-06-02,277.77,45.78,Miscellaneous,Credit Card,Bought a book,-26989.02
2022-06-03,277.77,19.68,Food,Amazon Pay,Breakfast at diner,-28375.84
2022-06-03,277.77,43.55,Groceries,Google Pay,Weekly grocery shopping,-28399.71
2022-06-03,277.77,214.95,Health,Google Pay,Hospital bill,-28571.11
2022-06-03,277.77,29.9,Subscriptions,Cash,Netflix subscription,-28386.06
2022-06-03,277.77,87.49,Travel,Credit Card,Hotel booking,-28443.65
2022-06-03,277.77,22.31,Miscellaneous,Amazon Pay,Gift for friend,-28378.47
2022-06-04,277.77,80.46,Groceries,Cash,Restocking pantry items,-28576.73
2022-06-04,277.77,312.35,Health,Google Pay,Hospital bill,-28808.62
2022-06-05,277.77,58.85,Gas,Cash,Gas refill for car,-28670.16
2022-06-05,277.77,20.99,Groceries,Amazon Pay,Restocking pantry items,-28632.3
2022-06-06,277.77,1026.9,Rent + Utilities,Amazon Pay,Utilities payment,-29440.28
2022-06-06,277.77,10.22,Food,Cash,Takeout lunch,-28423.6
2022-06-06,277.77,123.07,Travel,Credit Card,Vacation flight tickets,-28536.45
2022-06-07,277.77,1023.16,Rent + Utilities,Credit Card,Utilities payment,-30318.96
2022-06-07,277.77,59.16,Gas,Amazon Pay,Gas refill for car,-29354.96
2022-06-07,277.77,25.57,Subscriptions,Credit Card,Amazon Prime,-29321.37
2022-06-07,277.77,177.2,Travel,Credit Card,Vacation flight tickets,-29473.0
2022-06-07,277.77,18.04,Miscellaneous,Cash,Gift for friend,-29313.84
2022-06-08,277.77,1027.72,Rent + Utilities,Cash,Utilities payment,-31348.88
2022-06-08,277.77,18.76,Food,Amazon Pay,Breakfast at diner,-30339.92
2022-06-08,277.77,40.16,Gas,Amazon Pay,Gas refill for car,-30361.32
2022-06-08,277.77,106.6,Travel,Google Pay,Vacation flight tickets,-30427.76
2022-06-09,277.77,17.33,Food,Google Pay,Dinner from restaurant,-31253.96
2022-06-09,277.77,45.45,Gas,Amazon Pay,Gas refill for car,-31282.08
2022-06-09,277.77,33.7,Groceries,Google Pay,Restocking pantry items,-31270.33
2022-06-09,277.77,14.94,Subscriptions,Amazon Pay,Netflix subscription,-31251.57
2022-06-09,277.77,236.11,Travel,Amazon Pay,Hotel booking,-31472.74
2022-06-09,277.77,34.38,Miscellaneous,Amazon Pay,Bought a book,-31271.01
2022-06-10,277.77,1022.43,Rent + Utilities,Amazon Pay,Utilities payment,-32363.2
2022-06-10,277.77,286.16,Travel,Cash,Hotel booking,-31626.93
2022-06-11,277.77,40.11,Gas,Google Pay,Gas refill for car,-32411.7
2022-06-11,277.77,353.95,Health,Cash,Doctor appointment,-32725.54
2022-06-11,277.77,43.76,Miscellaneous,Amazon Pay,Gift for friend,-32415.35
2022-06-12,277.77,58.08,Gas,Cash,Gas refill for car,-32589.72
2022-06-12,277.77,17.37,Subscriptions,Amazon Pay,Spotify Premium,-32549.01
2022-06-12,277.77,40.21,Miscellaneous,Google Pay,Gift for friend,-32571.85
2022-06-13,277.77,46.18,Gas,Amazon Pay,Gas refill for car,-32415.71
2022-06-13,277.77,24.74,Subscriptions,Cash,Spotify Premium,-32394.27
2022-06-13,277.77,255.83,Travel,Credit Card,Vacation flight tickets,-32625.36
2022-06-13,277.77,10.38,Miscellaneous,Cash,Gift for friend,-32379.91
2022-06-14,277.77,11.47,Food,Amazon Pay,Dinner from restaurant,-32440.36
2022-06-14,277.77,27.08,Groceries,Cash,Restocking pantry items,-32455.97
2022-06-14,277.77,526.93,Health,Cash,Doctor appointment,-32955.82
2022-06-14,277.77,14.23,Subscriptions,Amazon Pay,Spotify Premium,-32443.12
2022-06-14,277.77,31.15,Miscellaneous,Google Pay,Gift for friend,-32460.04
2022-06-15,277.77,44.66,Gas,Google Pay,Gas refill for car,-32806.64
2022-06-15,277.77,57.94,Groceries,Credit Card,Restocking pantry items,-32819.92
